md5,title,base_level,diff_predict,player_count,clear_count,est_level,est_level_poly
2f3319f256d7cdd0c8aa679e818d4f49,玉響サーチライト [SP ANOTHER+],15.5,0.8355946447173856,99.0,82.0,15.497711704526584,15.472006802535173
c86939d03711c8361a9298133bf768ae,H∀TE [ANOTHER 2000Notes],15.5,0.860308786640283,58.0,52.0,15.472997562603686,15.47331096200971
31b61a054882b4ae0490b5f9ec690e57,The Warden of Ruins [INSANE],15.5,0.8490630033742871,118.0,95.0,15.48424334586968,15.47492505266757
92b736baaa2bd207b8b6d76829661f93,エピトゥリカの祀 [c-663],15.5,0.8243326162637071,113.0,91.0,15.5,15.476209839947504
c9a4b05532d3ca8c765f6489b6cc25eb,キユビック,15.5,0.8276530215610965,97.0,79.0,15.5,15.477704793045671
5c155a219081f61565892b3e9f09aaa9,Blooderay Malie [D-Moderate],15.5,0.8381977746729755,89.0,73.0,15.495108574570994,15.478550157872977
739168d15704d3e8166ac9347e959b84,Pumpkin ◇ Magic [ZOI],15.5,0.8205297908480171,173.0,134.0,15.5,15.478655290228144
0dad43bc6edddcc93d4c6f18ec777469,ametsuchi [SP EXTRA],15.5,0.8021153668877816,96.0,78.0,15.51032811768819,15.478727174550603
bc6b095f7f03cf5f23b887062fbce81b,スピカ [Elgafar],15.5,0.8239917176148328,158.0,123.0,15.5,15.478727876354993
e2662efb3922276a4605d7e83c06174a,Zelena [SP INSANE],15.5,0.8596199784850563,53.0,47.0,15.473686370758912,15.479102021748096
419723373edcfa46b8437a45226fbcc1,Phynalvent [offensive],15.5,0.82911035262338,99.0,80.0,15.5,15.479329288862038
938acecd03ff1f0a178abfebb1ed1f2b,Giselle [Leggiero],15.5,0.8597637421834611,83.0,68.0,15.473542607060507,15.481131558525039
afbac5a87e521f83da946fe1a0ef6182,ミライトコネクト [SP ANOTHER],15.5,0.8246167038671359,97.0,78.0,15.5,15.481371461768903
fda1247db40358dc797e3cd05ee9c634,甘でラッシュ！ [W],15.5,0.8364949453539062,89.0,72.0,15.496811403890062,15.482294053792975
