md5,title,base_level,prediction,ability,player_count,clear_count,est_level
152868a80cee75a86411bdc60c68dd36,LAST PROPOZE [ANOTHER],11.5,0.8981076445332095,7.816075325012207,122.0,120.0,11.498244969075879
1152d838563dd534589387216051ccc2,sTones [Another_7key],11.5,0.897220345418694,2.8133139610290527,176.0,170.0,11.499132268190394
85c51c57f0a232d8b8c99576d4f7a9d1,x-Aria -frenzy mix- -Twilight-,11.5,0.8965523922369597,5.590264320373535,174.0,166.0,11.499800221372128
9477d75b5a377cbdf5dfca0771df6d98,intersection？！,11.5,0.8963570439681653,10.647736549377441,105.0,97.0,11.499995569640923
9ee5524e4ed8a3e7033b4de1fedc35fd,翼の折れた天使たちのレクイエム [Another],11.5,0.8855261164099969,11.268237113952637,181.0,164.0,11.5
79feed2cbf54e5405a43e60392769dcf,Love☆Spellcard,11.5,0.8864278082210744,10.075732231140137,157.0,151.0,11.5
413f7ba663145dd7fc0e4422c9247d55,Hyper Fiber World Spectrum [ANOTHER],11.5,0.8831739699202978,10.40631103515625,62.0,60.0,11.5
0d25ec28b94dba8a6d70380ee3f8f26b,Happy Blazing Summer!!!,11.5,0.8937238835390428,10.213971138000488,96.0,93.0,11.5
f5456ea7a63431ce7575d2583fcf9c68,2anyFirst [7-A],11.5,0.877593052710018,8.928337097167969,50.0,49.0,11.5
01451e0bc356463f3fc0e9369961c562,MEJIRUSHI,11.5,0.8916783519894369,11.101452827453613,128.0,119.0,11.5
6ac1524e27a7c54d6aedd7c94f499f8c,Kaleidoscope -Twilight-,11.5,0.8783173963848575,3.6237032413482666,65.0,65.0,11.5
c4c1e31a6acce5118cc95b7e3de29601,Removal [ANOTHER],11.5,0.8828679092825606,7.317317008972168,9.0,9.0,11.5
c904c416b6e5cc133a84a0f80b38f5c3,自強號 -到衛星-,11.5,0.8877719046379813,11.5067720413208,106.0,106.0,11.5
72ef93f1f0226b8fbd6c3d91aa3630b0,追憶の森 -Voices of the Earth- [LakeFairy7],11.5,0.8833298615855398,4.901934623718262,27.0,27.0,11.5
1d9834fb66f9775aaecbffd36b4a171f,Journey into the Unicorn Forest [ANOTHER],11.5,0.892465258719891,9.405744552612305,138.0,131.0,11.5
c86923afc764b887b6e8c649146a7d98,Airetsiw [BlackAnother],11.5,0.8892485389967814,11.591034889221191,101.0,98.0,11.5
5aef0726a99e16fa73cdd45f60e77c4b,Crystalline White [SP INSANE],11.5,0.8830559037746724,9.916158676147461,116.0,108.0,11.5
21d4b08a3a1aa9ccf12ee0e5097bafb6,Deepsea Moonlight,11.5,0.8811871921063972,10.775814056396484,119.0,113.0,11.5
6f00896a24953aee0a0962eb712be9ac,Fall Apart [SP INSANE],11.5,0.8895185387469381,4.579468727111816,169.0,163.0,11.5
f1db5347fcc14d0d753a4242c961f99e,織姫 -ANOTHER-,11.5,0.8857242622665907,9.325064659118652,76.0,75.0,11.5
bcecfe005e13d171434a0185a2ca8f96,Asymmetric Grooves [ROCK],11.5,0.8954666589385157,6.946056842803955,96.0,90.0,11.5
